1,1,25,226802,7,40, Private, 11th, Never-married, Black, Male, <=50K
8194,8194,29,270379,9,40, Local-gov, HS-grad, Never-married, Black, Female, <=50K
8195,8195,29,190756,7,44, Private, 11th, Married-civ-spouse, White, Male, <=50K
8196,8196,59,221417,9,40, Local-gov, HS-grad, Married-civ-spouse, White, Male, >50K
8197,8197,23,158940,10,55, Private, Some-college, Married-civ-spouse, White, Male, <=50K
8198,8198,67,121395,13,12, State-gov, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
8199,8199,26,196866,9,38, Private, HS-grad, Never-married, White, Female, <=50K
8200,8200,35,302239,10,40, Private, Some-college, Never-married, White, Female, <=50K
8201,8201,41,718736,10,40, Private, Some-college, Widowed, White, Female, <=50K
8202,8202,31,178615,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8203,8203,29,158096,13,40, Private, Bachelors, Never-married, White, Male, <=50K
8205,8205,23,325596,13,40, Private, Bachelors, Never-married, White, Male, <=50K
8206,8206,31,120461,10,50, Private, Some-college, Never-married, White, Female, <=50K
8208,8208,22,125010,13,30, Private, Bachelors, Never-married, White, Female, <=50K
8209,8209,67,268781,13,8, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8210,8210,46,36020,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8211,8211,35,433682,13,40, Private, Bachelors, Never-married, Black, Male, <=50K
8212,8212,32,349148,12,40, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, >50K
8213,8213,44,148805,9,33, Self-emp-inc, HS-grad, Divorced, White, Female, <=50K
8214,8214,24,285775,13,40, Private, Bachelors, Never-married, White, Male, <=50K
8215,8215,46,126524,13,40, Local-gov, Bachelors, Married-civ-spouse, White, Female, >50K
8216,8216,52,270221,13,44, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8217,8217,24,117222,9,40, Private, HS-grad, Divorced, White, Male, <=50K
8218,8218,31,118941,9,35, Private, HS-grad, Never-married, White, Female, <=50K
8219,8219,59,172667,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8220,8220,35,241306,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8221,8221,33,292317,5,40, State-gov, 9th, Married-civ-spouse, White, Male, <=50K
8222,8222,34,182918,13,46, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8223,8223,76,106430,5,40, Self-emp-not-inc, 9th, Married-civ-spouse, White, Male, <=50K
8225,8225,33,377692,12,40, Private, Assoc-acdm, Never-married, White, Male, <=50K
8226,8226,47,284907,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8227,8227,65,190160,10,20, Federal-gov, Some-college, Widowed, White, Male, <=50K
8228,8228,65,226215,13,40, Self-emp-inc, Bachelors, Never-married, White, Male, <=50K
8229,8229,45,169324,5,40, Private, 9th, Divorced, Black, Female, <=50K
8230,8230,22,191460,6,40, Private, 10th, Never-married, Black, Female, <=50K
8231,8231,36,219155,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
8233,8233,64,198466,9,70, Self-emp-not-inc, HS-grad, Widowed, White, Female, <=50K
8234,8234,47,255965,15,50, Private, Prof-school, Married-civ-spouse, White, Male, >50K
8236,8236,25,290441,12,40, Private, Assoc-acdm, Never-married, Black, Female, <=50K
8237,8237,44,206927,13,40, Federal-gov, Bachelors, Married-civ-spouse, White, Male, >50K
8238,8238,66,165609,10,50, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, <=50K
8239,8239,33,206609,9,50, Self-emp-inc, HS-grad, Never-married, White, Male, <=50K
8240,8240,64,211846,6,40, Private, 10th, Married-civ-spouse, White, Male, <=50K
8241,8241,17,102446,8,35, Private, 12th, Never-married, White, Male, <=50K
8242,8242,26,114483,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8243,8243,43,199657,9,20, Private, HS-grad, Separated, White, Female, <=50K
8244,8244,40,192878,6,40, Private, 10th, Divorced, White, Male, <=50K
8245,8245,43,346081,15,50, Private, Prof-school, Married-civ-spouse, White, Male, >50K
8246,8246,24,26668,13,40, Private, Bachelors, Married-civ-spouse, White, Female, <=50K
8248,8248,68,159643,9,15, Local-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
8250,8250,21,142875,6,44, Private, 10th, Married-civ-spouse, White, Male, <=50K
8252,8252,36,163380,6,40, Private, 10th, Never-married, White, Male, <=50K
8253,8253,48,162187,13,48, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8254,8254,32,153353,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8255,8255,75,134414,10,50, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, <=50K
8256,8256,25,39212,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8257,8257,42,344060,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8258,8258,17,140240,7,20, Local-gov, 11th, Never-married, White, Female, <=50K
8260,8260,32,285946,13,50, Private, Bachelors, Never-married, White, Female, <=50K
8261,8261,34,216645,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8262,8262,54,54065,4,40, Private, 7th-8th, Divorced, Black, Male, <=50K
8263,8263,24,44159,8,40, Private, 12th, Never-married, Other, Male, <=50K
8264,8264,46,188729,12,50, Private, Assoc-acdm, Never-married, Black, Female, <=50K
8265,8265,44,296982,9,48, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
8266,8266,56,277203,13,40, Local-gov, Bachelors, Married-civ-spouse, White, Male, >50K
8267,8267,39,153949,9,30, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8268,8268,46,269890,13,40, Federal-gov, Bachelors, Married-civ-spouse, Black, Male, <=50K
8269,8269,35,61518,9,60, Federal-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
8270,8270,39,176050,10,47, Private, Some-college, Married-civ-spouse, White, Male, >50K
8271,8271,25,202700,9,35, Private, HS-grad, Never-married, White, Female, <=50K
8272,8272,18,477083,7,30, Private, 11th, Never-married, White, Male, <=50K
8273,8273,50,221532,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8274,8274,43,282155,12,40, Private, Assoc-acdm, Divorced, White, Female, <=50K
8275,8275,38,365307,9,32, Private, HS-grad, Separated, White, Female, <=50K
8276,8276,26,248776,10,40, Private, Some-college, Never-married, White, Female, <=50K
8277,8277,48,166863,14,40, Private, Masters, Married-civ-spouse, White, Male, >50K
8278,8278,42,191149,9,40, Private, HS-grad, Married-civ-spouse, White, Female, >50K
8279,8279,22,126822,6,30, Private, 10th, Never-married, White, Female, <=50K
8280,8280,20,281743,10,50, Private, Some-college, Never-married, White, Male, <=50K
8281,8281,27,212041,13,50, Private, Bachelors, Never-married, White, Male, <=50K
8282,8282,31,264351,4,40, Private, 7th-8th, Never-married, White, Male, <=50K
8283,8283,54,117198,9,40, Private, HS-grad, Widowed, Black, Female, <=50K
8284,8284,38,202937,12,40, Private, Assoc-acdm, Married-civ-spouse, White, Female, >50K
8286,8286,51,96062,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8287,8287,54,99902,10,40, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
8288,8288,54,76268,9,80, Private, HS-grad, Widowed, White, Female, <=50K
8289,8289,64,200517,9,39, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8292,8292,52,403027,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8293,8293,34,201292,11,50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8294,8294,39,360814,8,50, Self-emp-not-inc, 12th, Married-civ-spouse, White, Male, <=50K
8295,8295,51,155574,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8296,8296,48,135525,10,40, Private, Some-college, Widowed, White, Female, >50K
8297,8297,42,24763,13,65, Self-emp-not-inc, Bachelors, Divorced, White, Male, <=50K
8298,8298,38,184456,9,55, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, >50K
8299,8299,40,30412,13,40, Private, Bachelors, Never-married, White, Female, <=50K
8300,8300,37,93225,12,45, State-gov, Assoc-acdm, Married-civ-spouse, White, Male, <=50K
8301,8301,60,359988,10,12, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female, <=50K
8302,8302,60,122314,9,65, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
8303,8303,59,51662,9,40, Federal-gov, HS-grad, Widowed, White, Female, <=50K
8304,8304,30,137991,11,41, Private, Assoc-voc, Never-married, White, Female, <=50K
8305,8305,47,119458,9,40, State-gov, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male, <=50K
8306,8306,42,208068,13,40, Private, Bachelors, Married-civ-spouse, Other, Male, >50K
8307,8307,32,219553,7,60, Private, 11th, Married-civ-spouse, White, Male, <=50K
8308,8308,23,308924,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8309,8309,27,169748,9,40, Private, HS-grad, Divorced, White, Male, <=50K
8310,8310,55,164970,9,38, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
8311,8311,39,190987,11,50, Private, Assoc-voc, Divorced, White, Female, <=50K
8312,8312,33,250804,13,50, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8313,8313,30,85374,10,45, Private, Some-college, Never-married, White, Male, <=50K
8314,8314,81,39667,9,20, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
8315,8315,41,84817,11,40, Private, Assoc-voc, Divorced, White, Female, <=50K
8316,8316,38,227615,7,40, Private, 11th, Married-civ-spouse, White, Male, <=50K
8317,8317,54,155737,13,40, Private, Bachelors, Divorced, White, Female, >50K
8318,8318,38,133935,9,41, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8319,8319,22,316438,9,35, Federal-gov, HS-grad, Never-married, White, Male, <=50K
8320,8320,44,107433,10,55, Private, Some-college, Married-civ-spouse, White, Male, >50K
8321,8321,36,28572,10,38, State-gov, Some-college, Never-married, White, Male, <=50K
8322,8322,32,291414,16,35, Self-emp-not-inc, Doctorate, Married-civ-spouse, White, Male, >50K
8323,8323,22,202153,10,40, Private, Some-college, Never-married, White, Female, <=50K
8324,8324,45,324655,13,40, Private, Bachelors, Never-married, White, Male, <=50K
8325,8325,32,27207,7,80, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male, <=50K
8326,8326,30,184435,9,40, Private, HS-grad, Never-married, Black, Male, <=50K
8327,8327,34,122749,10,32, Private, Some-college, Married-civ-spouse, White, Male, <=50K
8328,8328,36,181146,14,40, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
8329,8329,21,225311,9,40, Private, HS-grad, Divorced, White, Female, <=50K
8330,8330,40,33474,14,60, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, <=50K
8331,8331,42,126319,9,35, Private, HS-grad, Never-married, White, Female, <=50K
8332,8332,52,247806,14,50, Private, Masters, Married-civ-spouse, White, Male, >50K
8333,8333,50,85815,11,38, Private, Assoc-voc, Divorced, Asian-Pac-Islander, Male, >50K
8334,8334,48,204629,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8335,8335,63,195540,11,40, Private, Assoc-voc, Divorced, Black, Male, <=50K
8336,8336,27,113866,9,30, Private, HS-grad, Never-married, White, Female, <=50K
8337,8337,31,114691,7,40, Private, 11th, Never-married, White, Male, <=50K
8339,8339,45,310260,10,60, Private, Some-college, Married-civ-spouse, White, Male, >50K
8340,8340,35,189922,11,52, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
8341,8341,54,249949,10,40, Private, Some-college, Divorced, Black, Female, <=50K
8343,8343,51,123429,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8344,8344,71,99549,3,40, Private, 5th-6th, Married-civ-spouse, White, Male, <=50K
8345,8345,50,98954,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
8346,8346,36,49794,9,45, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8348,8348,38,129764,10,50, Private, Some-college, Divorced, White, Male, <=50K
8349,8349,29,189702,13,50, Private, Bachelors, Never-married, White, Male, >50K
8350,8350,59,78020,4,40, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, <=50K
8351,8351,27,182843,9,40, Private, HS-grad, Divorced, White, Male, <=50K
8352,8352,42,53956,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8353,8353,31,223376,13,40, State-gov, Bachelors, Never-married, Black, Female, <=50K
8354,8354,44,151933,10,40, Federal-gov, Some-college, Married-civ-spouse, White, Male, >50K
8355,8355,47,100931,14,45, Private, Masters, Divorced, White, Male, <=50K
8356,8356,23,442478,10,15, Private, Some-college, Never-married, White, Male, <=50K
8357,8357,24,153082,9,35, Private, HS-grad, Never-married, White, Male, <=50K
8358,8358,46,182414,16,55, Private, Doctorate, Married-civ-spouse, White, Male, >50K
8359,8359,35,217926,10,40, Local-gov, Some-college, Married-civ-spouse, Black, Male, <=50K
8360,8360,36,176536,10,42, Private, Some-college, Separated, Amer-Indian-Eskimo, Female, <=50K
8361,8361,37,237943,11,50, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8362,8362,20,117789,10,10, Private, Some-college, Never-married, White, Female, <=50K
8363,8363,59,113838,13,37, Private, Bachelors, Widowed, White, Female, <=50K
8364,8364,17,278414,7,15, Private, 11th, Never-married, White, Male, <=50K
8365,8365,36,122493,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8366,8366,57,110820,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8367,8367,28,106141,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8368,8368,43,215896,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female, <=50K
8369,8369,49,547108,13,40, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
8370,8370,50,169078,9,40, Federal-gov, HS-grad, Married-civ-spouse, White, Male, >50K
8371,8371,69,227906,9,30, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
8372,8372,57,61298,3,40, Private, 5th-6th, Separated, White, Female, <=50K
8373,8373,49,184285,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8374,8374,48,64156,10,45, Private, Some-college, Married-civ-spouse, White, Male, <=50K
8375,8375,61,56248,2,60, Private, 1st-4th, Married-civ-spouse, White, Male, >50K
8376,8376,51,171275,4,40, Private, 7th-8th, Divorced, Other, Male, <=50K
8377,8377,41,123490,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
8378,8378,60,420842,12,40, Private, Assoc-acdm, Divorced, White, Female, <=50K
8379,8379,40,51233,13,38, Private, Bachelors, Divorced, White, Female, <=50K
8380,8380,36,353263,13,40, Private, Bachelors, Divorced, White, Female, <=50K
8381,8381,17,262031,8,20, Private, 12th, Never-married, White, Male, <=50K
8382,8382,50,334421,15,25, Private, Prof-school, Never-married, Asian-Pac-Islander, Female, <=50K
8383,8383,24,200153,11,40, Private, Assoc-voc, Never-married, White, Female, <=50K
8385,8385,29,360186,9,40, Federal-gov, HS-grad, Never-married, White, Male, <=50K
8386,8386,20,368832,10,25, Private, Some-college, Never-married, White, Female, <=50K
8387,8387,36,359131,10,50, Private, Some-college, Never-married, White, Female, <=50K
8388,8388,35,295279,13,37, Self-emp-not-inc, Bachelors, Divorced, White, Male, <=50K
8389,8389,34,378272,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8390,8390,18,150817,7,20, Private, 11th, Never-married, White, Female, <=50K
8391,8391,40,145246,10,40, Self-emp-not-inc, Some-college, Divorced, White, Male, <=50K
8392,8392,51,185490,9,40, Private, HS-grad, Divorced, White, Female, <=50K
8393,8393,29,217424,14,50, Private, Masters, Never-married, White, Female, >50K
8394,8394,24,190483,9,40, Private, HS-grad, Never-married, White, Female, <=50K
8395,8395,50,391016,12,50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, White, Male, <=50K
8396,8396,38,30509,11,50, Private, Assoc-voc, Married-civ-spouse, White, Female, <=50K
8397,8397,28,267661,13,45, Private, Bachelors, Never-married, White, Male, <=50K
8398,8398,57,197369,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8399,8399,49,393691,10,40, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
8400,8400,46,168441,10,45, Private, Some-college, Married-civ-spouse, White, Male, >50K
8401,8401,47,85109,16,50, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male, <=50K
8402,8402,22,190457,6,35, Private, 10th, Never-married, White, Female, <=50K
8403,8403,37,289430,6,40, Self-emp-not-inc, 10th, Married-civ-spouse, White, Male, <=50K
8404,8404,39,166697,9,35, Private, HS-grad, Never-married, White, Female, <=50K
8405,8405,24,310355,13,20, Local-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
8406,8406,31,300828,9,30, Private, HS-grad, Never-married, Black, Male, <=50K
8407,8407,20,188923,10,37, Private, Some-college, Never-married, White, Female, <=50K
8408,8408,36,167482,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
8409,8409,29,114968,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8410,8410,42,102988,14,55, Private, Masters, Married-civ-spouse, White, Male, >50K
8411,8411,67,330144,11,18, Local-gov, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8412,8412,47,362654,14,40, Private, Masters, Married-civ-spouse, White, Male, >50K
8413,8413,35,179481,13,60, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8414,8414,42,204817,13,35, Private, Bachelors, Married-civ-spouse, Black, Male, <=50K
8415,8415,32,172402,10,40, Private, Some-college, Never-married, Other, Female, <=50K
8416,8416,44,54611,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8417,8417,42,179151,10,40, State-gov, Some-college, Married-civ-spouse, White, Male, <=50K
8418,8418,17,30829,7,12, Private, 11th, Never-married, White, Female, <=50K
8419,8419,50,474229,9,40, Private, HS-grad, Divorced, White, Male, <=50K
8420,8420,46,246981,13,23, Self-emp-not-inc, Bachelors, Never-married, Black, Male, <=50K
8421,8421,39,271610,9,60, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8422,8422,25,179138,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8423,8423,19,268722,10,20, Local-gov, Some-college, Never-married, White, Female, <=50K
8424,8424,46,111410,7,40, Private, 11th, Married-civ-spouse, White, Male, <=50K
8425,8425,37,125550,13,40, Local-gov, Bachelors, Married-civ-spouse, White, Female, >50K
8426,8426,24,51985,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8427,8427,45,302584,13,40, Private, Bachelors, Divorced, White, Male, <=50K
8428,8428,90,311184,14,99, Federal-gov, Masters, Divorced, White, Male, <=50K
8429,8429,45,133969,13,40, Local-gov, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
8430,8430,41,214242,10,72, Local-gov, Some-college, Married-civ-spouse, White, Male, >50K
8431,8431,29,372149,9,35, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8432,8432,53,203967,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8433,8433,21,147344,9,60, Private, HS-grad, Never-married, White, Male, <=50K
8434,8434,45,139268,13,60, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
8435,8435,38,349198,12,21, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
8436,8436,43,222756,12,44, Private, Assoc-acdm, Married-civ-spouse, White, Male, <=50K
8437,8437,53,196395,13,40, Local-gov, Bachelors, Married-civ-spouse, Black, Male, >50K
8438,8438,22,316304,10,50, Private, Some-college, Never-married, White, Male, <=50K
8439,8439,44,347653,11,50, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8440,8440,40,176063,13,60, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8441,8441,67,176835,10,40, Private, Some-college, Divorced, White, Female, <=50K
8442,8442,58,144092,14,35, Private, Masters, Married-civ-spouse, White, Male, >50K
8443,8443,23,148709,13,38, Private, Bachelors, Never-married, White, Female, <=50K
8444,8444,31,194141,11,40, Federal-gov, Assoc-voc, Married-civ-spouse, White, Male, <=50K
8445,8445,28,215423,9,70, Self-emp-inc, HS-grad, Never-married, White, Female, <=50K
8446,8446,52,128378,7,40, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male, <=50K
8447,8447,23,34431,9,40, Private, HS-grad, Never-married, White, Female, <=50K
8448,8448,21,180690,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8449,8449,28,142712,13,57, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8450,8450,43,185619,14,35, State-gov, Masters, Married-civ-spouse, Amer-Indian-Eskimo, Male, >50K
8451,8451,36,358373,13,30, Self-emp-not-inc, Bachelors, Never-married, Black, Female, <=50K
8452,8452,27,81648,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8453,8453,56,244580,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8454,8454,31,184570,9,40, Private, HS-grad, Never-married, White, Female, <=50K
8455,8455,39,210150,14,40, State-gov, Masters, Never-married, White, Female, <=50K
8456,8456,22,212213,10,40, Local-gov, Some-college, Never-married, Black, Female, <=50K
8457,8457,37,182148,13,39, Private, Bachelors, Never-married, White, Male, <=50K
8458,8458,29,55390,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8459,8459,58,66788,9,40, Private, HS-grad, Separated, White, Male, <=50K
8460,8460,43,265604,9,40, Federal-gov, HS-grad, Married-civ-spouse, Black, Male, <=50K
8461,8461,21,110677,10,30, Private, Some-college, Married-civ-spouse, White, Female, <=50K
8462,8462,34,320077,13,50, Private, Bachelors, Divorced, White, Female, >50K
8463,8463,56,201817,9,40, Private, HS-grad, Widowed, Black, Female, <=50K
8464,8464,43,142725,9,80, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8465,8465,44,53956,10,45, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
8466,8466,45,116892,12,40, State-gov, Assoc-acdm, Divorced, Black, Female, <=50K
8467,8467,33,34572,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8468,8468,40,287008,9,40, State-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
8469,8469,66,30740,10,20, Local-gov, Some-college, Widowed, White, Female, <=50K
8470,8470,27,162104,4,30, Private, 7th-8th, Never-married, White, Female, <=50K
8471,8471,65,237024,2,35, Private, 1st-4th, Married-civ-spouse, White, Male, <=50K
8472,8472,20,228306,9,32, Private, HS-grad, Never-married, White, Female, <=50K
8473,8473,18,127388,7,20, Private, 11th, Never-married, White, Female, <=50K
8474,8474,45,72393,13,38, Private, Bachelors, Married-spouse-absent, White, Female, <=50K
8475,8475,55,160813,9,60, Self-emp-inc, HS-grad, Separated, White, Female, <=50K
8476,8476,43,255586,9,40, Private, HS-grad, Divorced, White, Male, <=50K
8477,8477,21,342575,10,35, Private, Some-college, Never-married, Black, Female, <=50K
8478,8478,28,181466,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8479,8479,23,234108,12,40, Private, Assoc-acdm, Never-married, White, Male, <=50K
8480,8480,28,66414,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8481,8481,21,227307,9,43, Private, HS-grad, Married-civ-spouse, White, Female, >50K
8482,8482,23,157145,9,40, Private, HS-grad, Separated, White, Male, <=50K
8483,8483,63,252457,9,40, Private, HS-grad, Widowed, White, Male, <=50K
8484,8484,60,142769,10,40, Federal-gov, Some-college, Married-civ-spouse, White, Male, >50K
8485,8485,32,49539,10,40, Private, Some-college, Never-married, White, Female, <=50K
8486,8486,33,249438,9,40, Private, HS-grad, Never-married, Black, Female, <=50K
8487,8487,30,289293,8,40, Private, 12th, Married-civ-spouse, White, Male, <=50K
8488,8488,68,198884,9,25, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
8489,8489,53,229259,12,45, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, >50K
8490,8490,36,289223,10,40, Private, Some-college, Married-civ-spouse, White, Female, >50K
8491,8491,23,42401,13,50, Private, Bachelors, Never-married, White, Male, <=50K
8492,8492,26,295055,9,40, Private, HS-grad, Never-married, Black, Male, <=50K
8493,8493,42,214781,13,38, State-gov, Bachelors, Never-married, White, Male, <=50K
8494,8494,20,95552,9,40, Private, HS-grad, Never-married, White, Male, <=50K
8495,8495,53,308764,9,45, Private, HS-grad, Divorced, White, Female, <=50K
8496,8496,36,185394,9,40, Private, HS-grad, Never-married, White, Female, <=50K
8497,8497,47,358382,10,40, Private, Some-college, Separated, Black, Male, <=50K
8498,8498,35,195946,12,40, Private, Assoc-acdm, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
8499,8499,32,296897,13,40, Private, Bachelors, Never-married, Black, Female, <=50K
8500,8500,41,230961,15,45, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, >50K
8501,8501,22,169022,9,48, Private, HS-grad, Never-married, White, Female, <=50K
8502,8502,28,209301,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
8503,8503,42,252058,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8504,8504,51,30012,10,50, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
8505,8505,33,202046,13,45, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8506,8506,22,52262,10,45, Private, Some-college, Married-civ-spouse, White, Male, <=50K
8507,8507,60,96660,9,33, Private, HS-grad, Divorced, White, Female, <=50K
8508,8508,50,200618,14,60, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, >50K
8509,8509,58,177368,9,16, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
8510,8510,22,311311,10,60, Private, Some-college, Never-married, White, Male, <=50K
8511,8511,47,142856,14,45, State-gov, Masters, Married-civ-spouse, White, Male, >50K
8512,8512,28,134890,13,50, Private, Bachelors, Never-married, White, Male, <=50K
8513,8513,38,179579,16,60, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male, >50K
8514,8514,67,173623,13,30, State-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
8515,8515,76,99328,13,40, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
8516,8516,41,224799,14,55, Local-gov, Masters, Married-civ-spouse, White, Male, >50K
8517,8517,57,231781,14,50, Self-emp-inc, Masters, Married-civ-spouse, White, Male, >50K
8518,8518,22,41763,10,40, Private, Some-college, Never-married, White, Male, <=50K
8519,8519,38,51240,13,45, Local-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
8520,8520,30,206923,12,40, Private, Assoc-acdm, Married-civ-spouse, Other, Female, >50K
8521,8521,30,132601,13,40, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
8522,8522,27,357348,9,40, Private, HS-grad, Never-married, White, Female, <=50K
8523,8523,22,150683,9,20, Private, HS-grad, Never-married, White, Male, <=50K
8524,8524,40,188615,7,20, Self-emp-inc, 11th, Married-civ-spouse, White, Male, >50K
8525,8525,73,159007,13,12, Private, Bachelors, Divorced, White, Female, <=50K
8526,8526,23,130959,13,6, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
8527,8527,51,158746,13,60, Private, Bachelors, Married-civ-spouse, White, Male, >50K
8528,8528,29,498833,9,40, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
8529,8529,46,193188,14,40, Private, Masters, Never-married, White, Male, <=50K
8530,8530,29,136277,9,16, Self-emp-inc, HS-grad, Never-married, Black, Female, <=50K
8531,8531,34,137991,13,35, Private, Bachelors, Never-married, White, Female, <=50K
8532,8532,38,187098,14,48, Self-emp-not-inc, Masters, Never-married, White, Female, <=50K
8533,8533,62,176839,16,50, Private, Doctorate, Never-married, White, Male, >50K
